16.37	64
14.42	64
14.41	64
10.43	64
10.46	64
15.66	64
9.22	64
4.56	64
4.23	64
4.22	64
4.21	64
4.27	64
4.26	64
4.29	64
4.28	64
17.55	64
12.11	64
2.36	64
2.35	64
15.51	64
5.14	64
15.35	64
15.65	64
18.31	64
15.84	64
2.27	64
2.22	64
4.84	64
7.12	64
4.19	64
5.13	64
4.12	64
4.16	64
4.15	64
11.21	64
1.36	64
4.76	64
3.596	64
1.44	64
13.15	64
12.27	64
12.56	64
12.55	64
1.31	64
1.851	64
4.2	64
18.17	64
10.23	64
1.54	64
1.83	64
1.81	64
1.84	64
1.88	64
1.75	64
1.73	64
16.53	64
15.41	64
4.61	64
3.63	64
17.17	64
15.85	64
10.37	64
4.162	64
15.64	64
5.11	64
4.37	64
4.33	64
16.25	64
21.51	64
17.68	64
4.46	64
17.64	64
17.66	64
1.63	63
14.48	63
10.47	63
10.45	63
10.473	63
16.42	63
9.26	63
4.57	63
10.38	63
4.24	63
13.33	63
3.65	63
12.41	63
5.97	63
18.22	63
5.125	63
16.72	63
17.56	63
2.32	63
12.13	63
2.46	63
15.52	63
4.204	63
4.205	63
12.44	63
15.67	63
9.37	63
9.36	63
4.45	63
4.44	63
17.32	63
12.43	63
1.21	63
15.68	63
19.58	63
2.91	63
8.51	63
8.56	63
8.54	63
2.26	63
16.67	63
4.18	63
5.12	63
4.14	63
1.52	63
10.67	63
11.33	63
4.73	63
4.74	63
4.75	63
12.57	63
2.21	63
4.3	63
12.53	63
13.21	63
18.13	63
3.811	63
1.86	63
4.58	63
12.14	63
12.15	63
4.66	63
4.65	63
18.12	63
3.581	63
1.59	63
4.461	63
13.1	63
4.344	63
18.21	63
15.83	63
8.75	63
9.11	63
9.12	63
9.16	63
5.18	63
4.34	63
4.36	63
4.31	63
4.32	63
4.492	63
6.35	63
4.392	63
4.393	63
1.215	63
16.23	63
1.61	62
14.43	62
14.49	62
10.474	62
4.53	62
5.22	62
4.25	62
16.38	62
3.83	62
10.613	62
8.22	62
2.31	62
5.181	62
9.341	62
2.42	62
2.41	62
2.47	62
4.92	62
3.96	62
4.203	62
18.41	62
14.27	62
4.41	62
4.43	62
5.56	62
2.92	62
2.93	62
2.95	62
13.17	62
2.25	62
4.142	62
1.53	62
5.61	62
15.81	62
11.32	62
4.78	62
2.461	62
3.591	62
1.41	62
10.48	62
18.28	62
14.35	62
14.13	62
14.15	62
10.25	62
20.61	62
4.51	62
1.72	62
4.69	62
4.63	62
4.81	62
15.75	62
1.56	62
3.61	62
16.71	62
13.34	62
10.55	62
