12.11	559
12.41	446
1.36	433
4.74	416
4.75	413
2.93	405
1.22	399
13.33	391
16.23	391
4.84	391
1.37	382
1.44	375
16.62	368
4.81	368
9.21	365
14.21	365
13.14	361
17.56	353
13.15	352
5.56	352
1.23	349
5.23	349
3.63	348
9.22	348
2.55	346
14.25	346
12.353	342
19.51	342
7.22	341
12.56	340
17.22	338
18.21	336
15.83	336
15.44	335
9.26	335
16.81	334
10.21	334
16.32	334
2.92	333
1.27	332
10.47	331
10.55	329
4.12	329
16.53	328
4.83	328
2.33	325
10.45	322
10.26	322
15.56	321
4.51	320
10.25	320
2.1	319
15.88	319
16.42	319
12.22	318
14.27	317
1.62	316
16.27	316
5.48	316
17.66	316
1.21	315
19.62	315
9.14	314
11.54	313
5.49	313
2.31	313
16.72	312
9.16	312
16.44	312
16.11	311
15.46	311
20.11	311
4.91	311
9.31	311
5.791	311
1.86	311
13.23	310
9.76	310
4.46	310
11.14	310
14.15	309
18.22	308
4.82	308
1.222	307
12.12	306
6.12	306
10.23	306
14.23	306
12.21	306
1.214	306
4.853	306
12.36	306
5.11	305
5.12	305
9.19	305
5.124	305
2.35	305
10.61	304
12.43	304
10.11	303
15.85	303
4.492	303
12.27	303
9.34	303
10.43	302
12.92	302
4.56	302
12.53	302
2.32	302
2.96	302
14.35	302
18.13	301
14.28	301
12.65	301
4.85	301
2.47	300
17.55	300
2.46	300
13.17	300
20.28	299
10.17	299
9.11	299
5.125	299
4.66	299
4.86	299
5.16	298
12.55	298
10.473	298
7.45	298
9.15	297
2.28	297
9.36	297
9.343	297
12.37	297
16.71	296
10.49	295
10.14	294
14.43	294
10.67	294
12.62	294
1.851	294
20.62	293
12.26	293
15.26	293
5.46	293
2.36	293
12.33	293
10.22	292
4.464	292
7.12	292
1.212	292
12.8	292
17.52	291
15.52	290
4.57	290
15.71	290
18.39	290
16.31	290
1.61	289
16.66	289
17.23	289
11.28	289
1.41	289
2.91	289
17.24	289
17.19	288
12.14	288
5.34	288
9.28	288
6.55	288
3.596	288
2.22	288
14.31	288
12.213	288
12.74	287
12.85	287
2.27	287
15.75	286
10.12	286
10.42	286
10.57	286
16.67	286
9.27	286
15.86	286
15.57	286
15.78	286
1.63	285
16.33	285
9.35	285
2.251	284
10.46	284
5.26	284
6.21	284
10.51	284
4.29	283
10.48	283
8.22	283
4.63	283
5.47	283
2.34	283
19.24	283
13.181	283
3.84	282
10.62	282
4.88	282
4.204	282
4.76	282
4.73	282
5.21	281
5.22	281
17.25	281
9.342	281
12.23	281
11.13	281
13.19	281
14.19	280
10.38	280
2.21	280
12.24	280
4.61	280
9.341	280
15.84	280
10.13	279
6.11	279
4.14	279
16.52	279
9.222	279
13.34	278
7.42	278
9.32	278
2.25	278
19.21	278
15.51	278
11.21	278
16.37	278
11.27	278
12.3	277
12.25	277
14.18	277
4.58	277
17.53	277
10.33	277
16.15	276
2.53	276
20.13	276
12.61	276
9.33	276
10.63	275
8.55	275
4.62	275
4.68	275
7.11	275
4.41	275
17.17	275
8.75	275
21.51	275
2.41	274
2.461	274
8.51	274
9.223	274
5.123	274
4.92	274
19.45	274
4.461	273
1.73	273
12.16	273
12.5	273
15.66	273
4.98	273
11.16	273
2.261	273
15.712	272
2.48	272
12.71	272
19.65	272
18.41	272
4.99	272
2.26	272
4.67	272
7.56	271
2.54	271
1.38	271
4.11	271
10.52	271
12.93	271
17.34	271
17.45	270
13.21	270
12.58	270
4.65	270
11.32	270
17.64	270
17.14	270
12.31	270
16.26	269
9.12	269
16.73	269
12.44	269
4.4	269
16.77	269
19.41	269
1.213	269
16.45	269
12.35	269
15.74	268
9.46	268
12.57	268
12.13	268
8.6	268
10.72	268
19.59	267
15.55	267
4.19	267
4.151	267
15.64	267
11.31	267
2.95	267
17.41	267
17.31	266
17.68	266
12.73	266
12.59	266
10.481	266
8.311	266
8.12	266
17.13	266
14.22	266
3.75	265
15.25	265
15.65	265
12.63	265
13.18	265
10.32	265
19.23	265
16.82	264
9.161	264
14.14	264
4.18	264
4.72	264
11.33	264
19.25	264
15.77	264
10.472	264
16.84	263
3.96	263
12.81	263
12.352	263
12.15	263
4.2	263
14.24	263
6.57	263
15.87	263
3.61	262
6.29	262
5.13	262
5.18	262
13.1	262
4.232	262
2.42	262
18.35	262
8.17	262
1.58	262
2.471	261
14.331	261
4.393	261
10.471	261
4.77	261
4.78	261
1.56	261
10.71	261
4.69	260
9.221	260
17.61	260
17.51	260
5.33	260
4.31	260
9.44	259
1.72	259
17.65	259
13.24	259
10.15	259
4.463	259
18.31	259
18.17	259
10.56	259
10.491	259
11.18	259
4.856	259
2.52	259
16.41	259
15.38	258
4.24	258
10.44	258
11.52	258
10.24	258
4.841	258
7.13	258
17.16	258
1.861	258
11.34	258
2.81	257
5.14	257
20.61	257
19.58	257
9.73	257
5.181	257
1.75	257
14.12	257
11.17	257
18.12	257
9.261	257
13.35	257
19.32	256
3.85	256
1.28	256
10.41	256
4.37	256
10.53	256
4.203	256
4.44	256
4.49	256
1.51	256
3.82	256
4.35	256
16.83	255
11.83	255
9.75	255
17.69	255
16.25	255
8.54	255
4.3	255
10.35	255
4.94	255
15.851	255
4.79	255
14.34	255
21.52	254
19.55	254
6.81	254
1.74	254
8.56	254
2.49	254
5.122	254
16.34	254
10.64	254
2.444	254
19.16	253
5.712	253
5.19	253
2.43	253
13.22	253
17.49	253
1.81	253
2.23	253
6.35	253
12.34	253
5.64	252
19.61	252
17.32	252
14.47	252
16.68	252
5.41	252
15.76	252
8.531	252
4.202	252
4.95	252
2.51	252
1.88	252
4.412	251
4.15	251
4.207	251
12.83	251
5.31	251
17.67	251
1.43	251
4.28	251
4.93	251
4.97	251
18.221	251
10.431	251
6.38	251
4.36	251
6.78	251
3.817	250
15.41	250
16.35	250
18.24	250
1.31	250
15.37	250
10.37	250
13.16	250
16.29	250
15.89	250
1.55	250
6.75	250
4.33	250
9.89	250
1.852	250
3.831	250
14.42	249
15.21	249
17.27	249
17.48	249
12.67	249
3.594	249
17.42	248
3.65	248
3.95	248
12.4	248
7.51	248
4.351	248
8.57	248
18.32	248
7.422	248
19.47	248
17.11	248
14.13	248
17.21	248
17.47	248
9.29	248
12.212	248
8.98	248
3.98	247
4.27	247
3.581	247
17.37	247
4.331	247
2.44	247
11.24	247
4.47	247
4.912	247
1.54	247
3.11	247
8.32	246
18.43	246
14.46	246
18.28	246
4.55	246
20.47	246
19.43	246
16.74	246
15.67	246
2.75	246
1.53	246
3.832	246
4.25	245
12.232	245
12.46	245
12.42	245
15.81	245
15.68	245
11.15	245
1.215	245
1.52	245
1.59	245
13.37	245
4.32	245
16.622	245
4.191	245
3.585	244
8.33	244
20.22	244
14.41	244
3.823	244
18.26	244
4.13	244
4.205	244
4.208	244
4.162	244
5.35	244
6.42	244
4.89	244
12.76	244
3.83	243
20.25	243
4.53	243
12.2	243
8.16	243
2.56	243
9.461	243
1.83	243
15.45	242
17.242	242
3.58	242
12.45	242
8.15	242
11.25	242
15.35	242
12.82	242
18.42	242
15.69	242
1.84	242
5.61	241
18.23	241
3.811	241
3.94	241
4.64	241
6.921	241
4.751	241
9.56	241
2.512	241
10.34	241
9.25	241
4.371	241
2.94	241
12.32	241
9.192	241
10.252	240
3.818	240
20.64	240
4.22	240
4.21	240
1.1	240
18.51	240
1.841	240
7.26	240
1.33	240
5.97	240
19.46	240
15.31	240
4.858	240
14.33	240
5.15	240
9.88	240
14.45	239
13.107	239
7.27	239
10.16	239
11.91	239
6.91	239
4.43	239
11.81	239
17.63	239
4.854	239
9.37	239
9.38	239
4.312	239
10.474	239
1.82	239
14.48	238
19.11	238
4.23	238
8.31	238
3.16	238
4.215	238
4.59	238
1.324	238
17.26	238
14.11	238
4.855	238
8.76	238
1.89	238
16.3	238
4.87	238
10.613	238
8.93	238
20.26	237
